,r_index,book_id,authors,original_title,image_url,average_rating,ratings_count,genre,desc
6630,7009,13523061,Meg Jay,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,https://images.gr-assets.com/books/1334798998l/13523061.jpg,4.11,12731,"nonfiction, psychology","Our ""thirty-is-the-new-twenty"" culture tells us the twentysomething years
don't matter. Some say they are a second adolescence. Others call them an
emerging adulthood. Dr. Meg Jay, a clinical psychologist, argues that
twentysomethings have been caught in a swirl of hype and misinformation,
much of which has trivialized what is actually the most defining decade of
adulthood. Drawing from a decade of work with hundreds of twentysomething
clients and students, THE DEFINING DECADE weaves the latest science of the
twentysomething years with behind-closed-doors stories from
twentysomethings themselves. The result is a provocative read that provides
the tools necessary to make the most of your twenties, and shows us how
work, relationships, personality, social networks, identity, and even the
brain can change more during this decade than at any other time in
adulthood-if we use the time wisely. THE DEFINING DECADE is a smart,
compassionate and constructive book about the years we cannot afford to
miss."
6631,7010,1085771,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",The Walking Dead V 7,https://images.gr-assets.com/books/1289097173l/1085771.jpg,4.27,16769,"horror, comics","The group becomes complacent as there is no sign of an attack; meanwhile,
Lori gives birth, a wedding occurs, and the new doctor settles in."
6632,7011,291364,H.A. Rey,Curious George Rides a Bike,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348292189l/291364.jpg,4.24,15461,"fiction, classics",Curious George Rides a BikeH.A. Rey
6633,7012,175319,Robert A. Heinlein,Methuselah's Children,https://images.gr-assets.com/books/1253209003l/175319.jpg,3.98,15028,"fiction, fantasy",Methuselah's ChildrenRobert A. Heinlein
6634,7013,12663646,Lauren Oliver,Hana,https://images.gr-assets.com/books/1324106918l/12663646.jpg,3.63,20107,"romance, ebooks","Lauren Oliver's riveting, original digital story set in the world of her
New York Times bestseller Delirium. The summer before they're supposed to
be cured of the ability to love, best friends Lena and Hana begin to drift
apart. While Lena shies away from underground music and parties with boys,
Hana jumps at her last chance to experience the forbidden. For her, the
summer is full of wild music, dancing—and even her first kiss. But on the
surface, Hana must be a model of perfect behavior. She meets her approved
match, Fred Hargrove, and glimpses the safe, comfortable life she’ll have
with him once they marry. As the date for her cure draws ever closer, Hana
desperately misses Lena, wonders how it feels to truly be in love, and is
simultaneously terrified of rebelling and of falling into line. In this
digital story that will appeal to fans of Delirium and welcome new admirers
to its world, readers will come to understand scenes from Delirium through
Hana's perspective. Hana is a touching and revealing look at a life-
changing and tumultuous summer."
6635,7014,102955,"Garth Ennis, Steve Dillon, John McCrea","Preacher, Volume 8: All Hell's a-Coming",https://images.gr-assets.com/books/1309916812l/102955.jpg,4.33,14300,"comics, fiction","Written by Garth Ennis; Art by Steve Dillon and Glenn Fabry A new edition
of the collection including PREACHER #51-58 and the one-shot PREACHER: TALL
IN THE SADDLE. Following the events of the PREACHER: SALVATION collection,
Jesse Custer wants to renew his quest to find God and hold him accountable
for all of his actions. But before he can continue down that path, he must
reunite with his girlfriend Tulip. In this edition, we look back and see
how Jesse and Tulip first met as well as how she became so deadly
proficient with a gun. Also, after making amends with his love, Jesse seeks
revenge against his former friend and compatriot Cassidy for the things
that the Irish vampire did to Tulip during the time that they both believed
the Preacher to be dead."
6636,7015,6356190,"Stephen King, Michael Whelan",The Little Sisters of Eluria,https://images.gr-assets.com/books/1328794822l/6356190.jpg,4.24,14287,"fantasy, horror","The Little Sisters of EluriaStephen King, Michael Whelan"
6637,7016,773480,"Stan Berenstain, Jan Berenstain","Inside, Outside, Upside Down",https://images.gr-assets.com/books/1428895593l/773480.jpg,4.13,15032,"fiction, classics","A simple tale, using a limited vocabulary for young readers, of how little
bear travels to town in a cardboard box."
6638,7017,6574542,Robert Crais,The First Rule,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442546114l/6574542._SY475_.jpg,4.2,14169,"mystery, fiction","Elvis Cole's taciturn partner, Joe Pike, investigates an attack on former
associate Frank Meyer, a one-time mercenary whose family has been murdered
by a professional hit crew and who police suspect has been keeping a
dangerous secret."
6639,7018,483445,David Colbert,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441546433l/483445.jpg,3.96,13820,"fantasy, nonfiction","Explores the sources and meanings of aspects of the literary world of Harry
Potter within myths, legends, and history."
6640,7019,825377,Peter H. Reynolds,The Dot,https://images.gr-assets.com/books/1363702319l/825377.jpg,4.26,17436,"art, fiction","Vashti believes that she cannot draw, but her art teacher's encouragement
leads her to change her mind."
6641,7020,6407514,Shannon Hale,Forest Born,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437847914l/6407514._SY475_.jpg,4.01,20603,"fantasy, fiction",Forest BornShannon Hale
6642,7021,34605,Clive Barker,The Damnation Game,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390447329l/34605.jpg,3.82,14299,"horror, fiction","A reclusive millionaire makes a deal with the devil. Just another horror
tale? Don't bet on it. It's from Clive Barker."
6643,7022,78728,"Milan Kundera, Linda Asher",L'ignorance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385316513l/78728.jpg,3.76,9625,"fiction, philosophy","A New York Times Notable Book Irena and Josef meet by chance while
returning to their homeland, which they had abandoned twenty years earlier.
Will they manage to pick up the thread of their strange love story,
interrupted almost as soon as it began and then lost in the tides of
history? The truth is that after such a long absence ""their memories no
longer match."""
6644,7024,2678349,محمد عبد الرحمن العريفي,استمتع بحياتك,https://images.gr-assets.com/books/1399206237l/2678349.jpg,4.21,10882,"religion, spirituality",استمتع بحياتكمحمد عبد الرحمن العريفي
6645,7026,337116,"William Gibson, Bruce Sterling",The Difference Engine,https://images.gr-assets.com/books/1327891675l/337116.jpg,3.41,14517,"fiction, fantasy","In London of 1855, celebrated paleontologist Edward Mallory gets mixed up
with Charles Babbage, the inventor of an advanced calculating machine run
by his elite group of clackers."
6646,7027,102954,"Garth Ennis, Steve Dillon",Preacher: Salvation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348311524l/102954.jpg,4.3,13902,"fiction, fantasy","Disillusioned with his own beliefs, Jesse Custer, along with his girlfriend
Tulip and their Irish vampire friend Cassidy, begins a violent and riotous
journey across the country in search of God, who has abandoned heaven."
6647,7028,13425570,"Clayton M. Christensen, James Allworth, Karen Dillon",How Will You Measure Your Life?,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328046792l/13425570.jpg,4.06,11475,"business, nonfiction","Akin to The Last Lecture in its revelatory perspective following life-
altering events, ""How Will You Measure Your Life?"" presents a set of
personal guidelines that have helped the author find meaning and happiness
in his life."
6648,7029,11233988,Jon Klassen,I Want My Hat Back,https://images.gr-assets.com/books/1327888784l/11233988.jpg,4.39,18489,"fiction, fantasy","A bear almost gives up his search for his missing hat until he remembers
something important, in a cumulative tale with a mischievous twist."
6649,7030,239109,R.A. Salvatore,The Lone Drow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428294158l/239109.jpg,4.15,12877,"fantasy, fiction","The sequel to The Thousand Orcs, this second volume in the new Hunter's
Blades Trilogy from the Forgotten Realms universe continues the adventures
of the author's popular Dark Elf hero, Drizzt Do'Urden, and his companions.
Reprint."
6650,7031,2983489,Denis Leary,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347584264l/2983489.jpg,3.67,12880,"nonfiction, biography","The four-time Emmy-nominated comic satirist of Rescue Me presents
irreverent cultural observations about how society is taking itself too
seriously, in an account that shares anecdotes from his Irish-Catholic
upbringing, high-pressure family life and work as a performing artist, in
an edition with a new introduction. Reprint. A best-selling book."
6651,7032,61672,Françoise Sagan,Bonjour tristesse,https://images.gr-assets.com/books/1346107613l/61672.jpg,3.62,12355,"fiction, classics","Published when she was only eighteen, Françoise Sagan's astonishing first
novel, Bonjour Tristessebecame an instant bestseller. It tells the story of
Cécile, who leads a carefree life with her widowed father and his young
mistresses until, one hot summer on the Riviera, he decides to remarry -
with devastating consequences. In A Certain SmileDominique, a young woman
bored with her lover, begins an encounter with an older man that unfolds in
unexpected and troubling ways. These stylish, shimmering and amoral tales
had explicit sexual scenes removed for English publication in the 1950s.
Now this fresh and accurate new translation presents the uncensored text of
Sagan's masterpieces in full for the first time. A New Translation by
Heather Lloyd With an Introduction by Rachel Cusk 'Françoise Sagan is the
French F. Scott Fitzgerald.' Guardian 'Funny, thoroughly immoral and
thoroughly French.' The Times"
6652,7033,25671861,Jeffrey Archer,Cometh the Hour,https://images.gr-assets.com/books/1433791167l/25671861.jpg,4.13,7197,"fiction, mystery",Cometh the HourJeffrey Archer
6653,7034,11469379,Corban Addison,A Walk Across the Sun,https://images.gr-assets.com/books/1328767745l/11469379.jpg,4.13,12091,"fiction, contemporary",A Walk Across the SunCorban Addison
6654,7035,1126719,Alastair Reynolds,House of Suns,https://images.gr-assets.com/books/1447892903l/1126719.jpg,4.19,13033,"fiction, fantasy",House of SunsAlastair Reynolds
6655,7037,391724,Edgar Allan Poe,The Black Cat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387720896l/391724.jpg,4.07,16132,"classics, horror",The Black CatEdgar Allan Poe
6656,7038,102327,John Steakley,Armor,https://images.gr-assets.com/books/1465894856l/102327.jpg,4.12,13330,"fiction, fantasy","A best-selling novel of military science fiction follows the battle of a
one-man, atomic-powered, armored fighting machine on the alien planet of
Banshee, home to a horde of berserk enemies of humanity. Reissue."
6657,7039,19312,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",Bröderna Lejonhjärta,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388269738l/19312.jpg,4.35,16325,"fantasy, classics","My brother, Jonathan, knew that I was going to die. 'How can things be so
terrible,' I asked. 'That some people have to die, when they're not even
ten years old?' 'I don't think it's that terrible,' said Jonathan. 'I think
you'll have a marvellous time.' A tender story of courage, love, and life
after death."
